own_army_size,own_training_level,own_equipment_prestige,own_supplies,own_morale,own_fatigue,own_commander_skill,own_command_efficiency,own_technology_level,enemy_army_size,enemy_training_level,enemy_equipment_prestige,enemy_supplies,enemy_morale,enemy_fatigue,enemy_commander_skill,enemy_command_efficiency,enemy_technology_level,army_size_ratio (enemy/own),training_level_ratio (enemy/own),equipment_prestige_ratio (enemy/own),supplies_ratio (enemy/own),morale_ratio (enemy/own),fatigue_ratio (enemy/own),commander_skill_ratio (enemy/own),command_efficiency_ratio (enemy/own),technology_level_ratio (enemy/own),weather_condition,visibility,time_of_day,own_strategic_posture,enemy_strategic_posture,surprise_ambush_factor,home_territory_advantage,win_chance_%
3229,1.56,8.86,3268,6.7,1.07,4.8,1.82,4.49,8083,1.1,7.06,1334,10.42,0.68,6.63,0.52,8.69,2.503,0.705,0.797,0.408,1.555,0.636,1.381,0.286,1.935,Clear,Excellent,Morning,Attack,Attack,None,No,53.2
8858,5.21,3.78,3853,6.8,5.17,9.39,1.32,6.68,11594,5.2,11.04,2658,4.66,5.37,1.65,10.24,3.72,1.309,0.998,2.921,0.69,0.685,1.039,0.176,7.758,0.557,Cloudy,Low,Morning,Defend,Defend,None,Yes,50.5
968,8.45,7.31,3719,7.04,8.74,2.88,4.73,1.48,3470,9.42,8.24,4284,8.54,6.08,5.27,10.71,7.46,3.585,1.115,1.127,1.152,1.213,0.696,1.83,2.264,5.041,Cloudy,Excellent,Afternoon,Defend,Attack,Full Ambush,No,1.8
2695,5.06,8.76,2431,1.36,6.57,9.43,4.73,7.28,1388,5.86,7.59,2997,1.45,8.31,7.86,7.99,0.92,0.515,1.158,0.866,1.233,1.066,1.265,0.834,1.689,0.126,Cloudy,Very Low,Morning,Attack,Attack,Full Ambush,Yes,99.0
9025,2.34,2.82,1746,5.01,6.72,6.01,7.36,5.53,12714,8.27,1.48,5964,4.67,3.31,11.43,10.21,9.04,1.409,3.534,0.525,3.416,0.932,0.493,1.902,1.387,1.635,Clear,Moderate,Afternoon,Attack,Defend,Full Ambush,No,10.6
2934,9.87,4.21,1486,1.7,1.64,2.47,6.17,5.41,14797,0.92,6.53,1528,2.33,10.24,4.21,4.73,5.32,5.043,0.093,1.551,1.028,1.371,6.244,1.704,0.767,0.983,Cloudy,Moderate,Dawn,Attack,Defend,Partial,No,86.3
2596,9.0,9.82,3429,3.84,3.58,7.62,7.93,9.1,10476,2.93,6.86,1717,5.91,6.02,10.54,10.94,11.43,4.035,0.326,0.699,0.501,1.539,1.682,1.383,1.38,1.256,Storm,Excellent,Morning,Defend,Attack,None,No,7.5
1812,7.94,9.85,4801,8.39,7.06,3.66,3.86,8.48,14634,9.23,7.74,6247,7.86,8.21,9.66,2.06,6.33,8.076,1.162,0.786,1.301,0.937,1.163,2.639,0.534,0.746,Cloudy,Good,Dusk,Attack,Defend,Full Ambush,Yes,27.2
8662,4.7,3.01,2947,6.91,1.45,2.98,6.62,5.78,12524,2.71,2.35,3304,11.32,5.88,6.44,5.42,4.79,1.446,0.577,0.781,1.121,1.638,4.055,2.161,0.819,0.829,Cloudy,Excellent,Dusk,Attack,Defend,None,No,80.6
5251,2.65,1.6,4571,9.96,3.98,2.55,8.97,6.21,3927,11.67,11.55,4582,10.21,1.44,1.67,4.84,1.47,0.748,4.404,7.219,1.002,1.025,0.362,0.655,0.54,0.237,Storm,Very Low,Night,Defend,Attack,None,No,1.0
6911,9.47,3.44,170,2.55,4.19,1.26,1.62,8.26,1825,4.72,7.08,2661,2.39,11.99,10.66,10.35,6.02,0.264,0.498,2.058,15.653,0.937,2.862,8.46,6.389,0.729,Rain,Good,Afternoon,Attack,Attack,Full Ambush,Yes,29.1
2771,5.79,4.58,3993,4.57,5.49,7.88,7.38,4.7,12172,2.73,5.29,2658,9.27,9.45,1.69,1.01,2.92,4.393,0.472,1.155,0.666,2.028,1.721,0.214,0.137,0.621,Cloudy,Excellent,Night,Attack,Attack,None,No,86.7
7701,8.67,4.97,4283,8.29,4.26,5.38,7.44,7.04,9962,2.73,8.13,1057,7.15,11.78,11.96,5.96,4.09,1.294,0.315,1.636,0.247,0.862,2.765,2.223,0.801,0.581,Cloudy,Moderate,Night,Defend,Defend,None,No,92.6
7720,4.08,6.57,3192,2.94,5.09,9.81,8.15,5.87,12231,2.51,2.16,6217,9.92,9.96,7.59,6.95,11.41,1.584,0.615,0.329,1.948,3.374,1.957,0.774,0.853,1.944,Clear,Very Low,Midday,Attack,Defend,Partial,Yes,83.9
3470,4.02,9.1,4677,2.38,5.92,4.95,3.42,5.5,10832,4.5,5.52,5794,5.98,5.76,8.34,7.67,3.65,3.122,1.119,0.607,1.239,2.513,0.973,1.685,2.243,0.664,Rain,Excellent,Night,Defend,Defend,None,No,1.0
4401,9.87,3.97,2991,4.85,2.16,8.59,4.75,9.86,7676,7.19,8.79,3774,2.82,8.44,5.62,3.97,3.95,1.744,0.728,2.214,1.262,0.581,3.907,0.654,0.836,0.401,Rain,Excellent,Dusk,Defend,Defend,Partial,No,83.1
2492,5.7,8.65,1279,4.45,2.62,9.71,3.16,1.16,14124,10.66,11.32,320,1.39,10.11,3.83,11.48,6.05,5.668,1.87,1.309,0.25,0.312,3.859,0.394,3.633,5.216,Rain,Very Low,Morning,Attack,Defend,None,Yes,16.6
9777,2.27,1.84,1157,9.82,8.49,1.2,3.78,4.73,11353,11.24,5.64,1614,3.56,7.9,6.13,11.06,8.94,1.161,4.952,3.065,1.395,0.363,0.931,5.108,2.926,1.89,Clear,Moderate,Afternoon,Attack,Attack,None,No,1.0
6633,2.98,1.38,2824,5.11,5.14,1.95,9.72,9.37,326,7.4,7.75,1380,2.73,7.98,9.97,5.89,4.27,0.049,2.483,5.616,0.489,0.534,1.553,5.113,0.606,0.456,Fog,Low,Midday,Defend,Attack,Partial,Yes,97.8
9378,5.34,5.54,4542,8.75,4.2,4.13,5.01,9.35,10623,7.78,5.46,3781,7.52,2.81,7.34,10.52,2.72,1.133,1.457,0.986,0.832,0.859,0.669,1.777,2.1,0.291,Fog,Moderate,Midday,Attack,Defend,None,Yes,57.4
3382,1.38,1.54,455,8.99,4.9,8.83,8.64,7.73,8253,6.49,6.52,1146,7.91,1.76,1.31,4.98,8.04,2.44,4.703,4.234,2.519,0.88,0.359,0.148,0.576,1.04,Rain,Very Low,Afternoon,Attack,Attack,None,No,1.0
7928,5.16,4.53,3062,2.42,2.57,8.54,8.15,6.33,2247,4.37,6.28,3057,5.58,8.95,7.5,1.62,1.08,0.283,0.847,1.386,0.998,2.306,3.482,0.878,0.199,0.171,Clear,Low,Midday,Attack,Defend,Full Ambush,Yes,99.0
7776,4.77,9.07,3872,7.44,3.16,4.3,5.0,7.22,6640,6.64,8.51,1403,5.73,7.0,1.22,2.46,7.79,0.854,1.392,0.938,0.362,0.77,2.215,0.284,0.492,1.079,Clear,Moderate,Night,Attack,Attack,None,No,98.3
7071,8.01,3.17,665,3.5,5.64,2.8,9.93,3.28,7958,2.4,8.01,2039,10.46,8.92,1.19,9.41,9.55,1.125,0.3,2.527,3.066,2.989,1.582,0.425,0.948,2.912,Cloudy,Low,Night,Defend,Attack,None,No,1.0
9674,4.19,7.35,672,1.85,4.23,8.22,8.57,5.4,7133,4.21,0.59,2145,2.16,7.2,7.67,3.54,7.89,0.737,1.005,0.08,3.192,1.168,1.702,0.933,0.413,1.461,Fog,Excellent,Afternoon,Defend,Defend,None,Yes,92.4
4239,9.84,3.72,1894,8.87,5.28,6.37,5.34,5.82,6629,2.79,1.46,1630,1.75,0.64,1.31,10.39,5.63,1.564,0.284,0.392,0.861,0.197,0.121,0.206,1.946,0.967,Clear,Low,Morning,Attack,Attack,Partial,No,99.0
1742,2.63,1.4,1442,3.63,2.35,1.28,3.79,1.57,9542,10.16,9.25,1879,1.33,11.69,8.44,10.85,8.75,5.478,3.863,6.607,1.303,0.366,4.974,6.594,2.863,5.573,Clear,Good,Afternoon,Defend,Attack,None,Yes,1.0
6881,6.32,6.01,1072,4.11,2.41,8.24,1.68,8.8,9947,2.37,2.36,1122,5.97,1.91,8.97,2.99,0.71,1.446,0.375,0.393,1.047,1.453,0.793,1.089,1.78,0.081,Clear,Moderate,Morning,Defend,Defend,Full Ambush,Yes,99.0
7428,1.81,8.51,1074,3.92,4.46,9.61,5.18,5.11,10523,9.09,9.35,5424,9.48,8.67,1.73,0.59,7.03,1.417,5.022,1.099,5.05,2.418,1.944,0.18,0.114,1.376,Rain,Moderate,Dusk,Attack,Attack,None,No,2.7
5963,7.6,4.69,740,2.8,4.41,1.38,4.24,9.09,11469,1.26,9.88,6810,8.2,7.57,6.63,5.15,6.61,1.923,0.166,2.107,9.203,2.929,1.717,4.804,1.215,0.727,Cloudy,Good,Night,Attack,Attack,None,No,2.8
2465,9.95,6.56,3093,4.91,8.95,3.57,7.4,4.51,12531,8.09,11.25,5484,1.51,3.35,11.49,0.59,11.83,5.084,0.813,1.715,1.773,0.308,0.374,3.218,0.08,2.623,Storm,Moderate,Morning,Attack,Defend,Full Ambush,Yes,16.7
5292,8.37,9.1,3472,4.85,1.3,8.38,1.18,4.68,8698,9.3,9.86,2597,6.3,10.02,3.99,3.37,8.95,1.644,1.111,1.084,0.748,1.299,7.708,0.476,2.856,1.912,Storm,Moderate,Midday,Attack,Attack,None,No,22.2
3466,6.0,8.11,3544,4.68,9.94,6.26,8.48,3.2,1279,1.66,6.64,5307,0.97,3.51,3.67,6.26,4.77,0.369,0.277,0.819,1.497,0.207,0.353,0.586,0.738,1.491,Clear,Excellent,Morning,Defend,Defend,None,No,99.0
4561,5.36,2.74,2709,9.25,9.61,9.9,4.75,6.8,5598,9.38,2.93,487,1.96,1.31,5.6,5.73,5.87,1.227,1.75,1.069,0.18,0.212,0.136,0.566,1.206,0.863,Clear,Good,Dawn,Attack,Attack,None,No,81.9
6630,8.52,7.6,4769,4.06,5.88,9.24,5.23,5.94,256,7.24,1.98,2508,2.91,8.47,9.93,7.81,1.58,0.039,0.85,0.261,0.526,0.717,1.44,1.075,1.493,0.266,Clear,Very Low,Night,Attack,Attack,None,No,99.0
7580,9.42,5.52,4415,1.27,7.47,2.6,2.65,9.22,9009,8.39,10.55,2808,5.43,4.25,8.08,0.83,2.36,1.189,0.891,1.911,0.636,4.276,0.569,3.108,0.313,0.256,Rain,Moderate,Afternoon,Defend,Defend,None,No,18.4
2706,9.9,7.71,4792,2.61,9.42,7.07,9.44,4.86,14631,8.82,4.99,139,4.71,2.38,5.62,5.94,8.88,5.407,0.891,0.647,0.029,1.805,0.253,0.795,0.629,1.827,Clear,Good,Dusk,Defend,Defend,None,Yes,79.3
4351,4.57,5.45,2005,7.49,3.26,6.88,4.59,6.83,12441,2.38,1.1,6653,8.33,2.53,8.02,5.29,9.07,2.859,0.521,0.202,3.318,1.112,0.776,1.166,1.153,1.328,Storm,Good,Night,Defend,Defend,None,No,2.5
3057,9.92,2.15,4401,6.32,3.84,2.0,8.58,7.37,7396,9.68,4.49,3278,9.25,0.68,8.41,3.28,4.07,2.419,0.976,2.088,0.745,1.464,0.177,4.205,0.382,0.552,Rain,Good,Morning,Attack,Attack,Full Ambush,No,8.0
2387,2.4,6.13,3838,9.57,2.0,1.81,3.14,3.88,10681,9.49,10.49,6916,10.93,4.0,0.58,8.4,7.88,4.475,3.954,1.711,1.802,1.142,2.0,0.32,2.675,2.031,Cloudy,Good,Morning,Attack,Defend,Full Ambush,No,1.1
7942,3.28,5.43,1766,7.25,6.07,6.12,1.87,8.93,11180,7.94,6.97,1990,7.48,3.68,6.45,4.25,7.06,1.408,2.421,1.284,1.127,1.032,0.606,1.054,2.273,0.791,Rain,Excellent,Afternoon,Attack,Defend,None,No,8.4
9138,1.8,5.66,622,2.75,2.44,4.63,6.72,4.43,9004,6.3,7.88,6854,3.49,6.04,1.67,6.2,3.17,0.985,3.5,1.392,11.019,1.269,2.475,0.361,0.923,0.716,Storm,Good,Dusk,Attack,Defend,None,No,2.3
4017,3.45,8.91,3445,2.09,9.38,5.91,9.86,6.74,13307,10.27,3.41,4312,6.37,6.01,3.13,2.72,8.7,3.313,2.977,0.383,1.252,3.048,0.641,0.53,0.276,1.291,Cloudy,Low,Midday,Attack,Defend,Partial,No,21.1
7637,7.91,9.05,769,5.69,4.88,3.15,6.82,6.54,4963,10.63,0.72,2943,7.85,8.31,10.29,2.56,4.91,0.65,1.344,0.08,3.827,1.38,1.703,3.267,0.375,0.751,Clear,Moderate,Afternoon,Defend,Attack,Partial,Yes,86.4
9021,8.68,5.08,1540,6.99,9.28,6.01,6.48,4.79,10166,4.35,11.04,5836,2.61,6.39,8.34,7.05,5.02,1.127,0.501,2.173,3.79,0.373,0.689,1.388,1.088,1.048,Clear,Good,Morning,Attack,Attack,None,No,23.9
8538,8.01,5.1,2552,2.49,2.85,4.45,4.98,2.65,1157,6.63,1.35,3815,5.29,9.86,5.97,1.53,7.77,0.136,0.828,0.265,1.495,2.124,3.46,1.342,0.307,2.932,Clear,Excellent,Afternoon,Defend,Attack,None,Yes,99.0
2237,6.68,5.64,3431,6.42,7.25,8.99,3.55,6.33,2246,5.67,11.99,5796,4.17,10.56,5.45,11.15,3.35,1.004,0.849,2.126,1.689,0.65,1.457,0.606,3.141,0.529,Cloudy,Low,Morning,Attack,Attack,None,Yes,45.8
9585,5.63,5.68,4639,8.79,6.83,3.75,4.88,4.38,14089,5.39,10.5,3565,7.93,6.85,3.85,11.7,9.22,1.47,0.957,1.849,0.768,0.902,1.003,1.027,2.398,2.105,Rain,Moderate,Midday,Defend,Attack,Partial,No,5.6
4078,7.38,9.55,3007,7.55,4.6,8.84,2.34,4.41,8237,10.02,1.83,2959,1.56,10.25,5.37,2.06,0.72,2.02,1.358,0.192,0.984,0.207,2.228,0.607,0.88,0.163,Storm,Good,Dawn,Attack,Attack,None,Yes,96.4
3723,4.52,6.84,3390,6.98,9.09,4.51,3.36,5.44,11365,8.13,11.99,4277,9.94,11.89,2.31,2.5,2.81,3.053,1.799,1.753,1.262,1.424,1.308,0.512,0.744,0.517,Clear,Low,Midday,Defend,Attack,Partial,Yes,11.5
1093,8.57,3.5,1619,8.1,4.91,6.2,5.39,7.1,13065,5.95,9.79,5307,1.6,8.11,6.93,6.42,9.47,11.953,0.694,2.797,3.278,0.198,1.652,1.118,1.191,1.334,Cloudy,Good,Morning,Attack,Attack,Full Ambush,No,1.0
5119,7.09,5.78,3468,1.94,2.79,3.58,2.3,7.57,14025,9.57,10.25,377,10.07,2.7,5.75,3.64,10.62,2.74,1.35,1.773,0.109,5.191,0.968,1.606,1.583,1.403,Storm,Moderate,Dawn,Defend,Defend,None,No,1.8
1536,7.28,6.65,2245,2.83,9.79,8.28,8.12,4.84,1528,11.35,9.81,2851,2.09,6.63,10.24,3.5,7.66,0.995,1.559,1.475,1.27,0.739,0.677,1.237,0.431,1.583,Clear,Good,Night,Attack,Defend,None,No,42.8
2861,5.82,6.76,4299,1.34,4.97,8.59,1.1,2.08,10587,5.19,11.18,1223,9.41,1.2,3.56,8.33,10.59,3.7,0.892,1.654,0.284,7.022,0.241,0.414,7.573,5.091,Storm,Good,Morning,Defend,Attack,None,Yes,1.0
3511,8.97,6.27,2023,2.3,2.87,8.28,3.89,8.13,9522,2.06,9.2,6651,10.46,9.46,11.91,9.41,2.06,2.712,0.23,1.467,3.288,4.548,3.296,1.438,2.419,0.253,Cloudy,Good,Night,Defend,Attack,None,No,4.4
8184,3.27,2.6,2395,9.22,4.27,6.76,5.65,7.02,9082,11.08,6.55,6806,7.15,0.99,11.11,6.14,7.96,1.11,3.388,2.519,2.842,0.775,0.232,1.643,1.087,1.134,Rain,Good,Dusk,Attack,Defend,None,Yes,1.9
8817,4.43,1.3,2220,3.0,6.52,3.74,9.36,8.21,2352,11.51,0.5,6373,10.91,6.05,6.88,3.46,8.26,0.267,2.598,0.385,2.871,3.637,0.928,1.84,0.37,1.006,Clear,Low,Dusk,Attack,Defend,Partial,Yes,89.5
3373,8.0,4.04,4075,6.96,5.61,6.73,6.16,3.84,11643,5.2,3.71,3615,3.86,11.2,8.11,10.85,10.21,3.452,0.65,0.918,0.887,0.555,1.996,1.205,1.761,2.659,Cloudy,Low,Dusk,Attack,Attack,Full Ambush,No,26.4
8658,5.43,4.85,4773,7.22,6.72,9.64,3.65,9.18,4871,7.96,7.4,5304,4.36,10.26,11.53,8.58,3.15,0.563,1.466,1.526,1.111,0.604,1.527,1.196,2.351,0.343,Clear,Low,Morning,Attack,Attack,Partial,Yes,90.4
8644,9.0,1.56,1704,6.81,6.96,6.84,4.17,3.36,3489,1.54,4.09,6459,4.82,1.07,4.07,8.17,1.54,0.404,0.171,2.622,3.79,0.708,0.154,0.595,1.959,0.458,Clear,Good,Dusk,Attack,Attack,Full Ambush,No,96.6
7764,4.12,8.33,2428,5.99,2.11,9.61,4.05,3.61,10668,1.03,5.22,6108,11.57,4.9,0.91,7.75,3.15,1.374,0.25,0.627,2.516,1.932,2.322,0.095,1.914,0.873,Storm,Good,Dusk,Attack,Attack,None,Yes,90.4
1894,4.32,4.1,3559,5.38,3.83,3.74,2.62,5.83,3387,1.59,1.74,3773,1.31,4.25,3.59,10.72,7.45,1.788,0.368,0.424,1.06,0.243,1.11,0.96,4.092,1.278,Rain,Good,Morning,Attack,Defend,Partial,Yes,99.0
7058,9.0,9.22,4487,4.78,7.74,8.61,2.3,9.98,7581,9.41,11.77,1085,0.59,1.32,1.44,2.57,11.5,1.074,1.046,1.277,0.242,0.123,0.171,0.167,1.117,1.152,Clear,Good,Night,Attack,Attack,None,No,94.7
9478,5.18,2.39,2519,9.25,6.85,7.47,5.33,2.82,4899,5.78,1.82,6373,1.1,1.77,9.51,7.43,4.58,0.517,1.116,0.762,2.53,0.119,0.258,1.273,1.394,1.624,Clear,Low,Morning,Defend,Defend,None,No,52.5
6984,5.65,1.51,634,1.09,1.8,8.37,3.43,8.55,12387,8.04,1.32,5753,6.13,7.0,3.76,6.33,4.97,1.774,1.423,0.874,9.074,5.624,3.889,0.449,1.845,0.581,Fog,Excellent,Night,Attack,Attack,None,No,1.0
3650,3.99,5.34,1906,1.48,3.84,7.4,1.83,1.02,14325,6.88,7.22,2839,3.03,4.24,2.03,6.23,7.0,3.925,1.724,1.352,1.49,2.047,1.104,0.274,3.404,6.863,Cloudy,Excellent,Morning,Attack,Defend,None,No,1.0
5256,3.49,2.7,2797,5.43,9.38,5.32,2.95,3.14,12404,2.73,7.65,3276,6.1,1.0,11.74,1.92,6.24,2.36,0.782,2.833,1.171,1.123,0.107,2.207,0.651,1.987,Rain,Moderate,Night,Attack,Defend,Partial,No,2.3
6634,6.9,9.44,2146,3.97,8.76,7.18,5.69,4.12,6074,9.86,6.53,6925,6.62,10.29,0.77,2.53,2.15,0.916,1.429,0.692,3.227,1.668,1.175,0.107,0.445,0.522,Clear,Moderate,Night,Attack,Attack,None,Yes,92.3
5350,2.08,1.09,1014,4.67,7.04,9.39,3.31,6.84,2609,2.96,4.56,4230,6.07,6.77,11.83,6.75,5.32,0.488,1.423,4.183,4.172,1.3,0.962,1.26,2.039,0.778,Cloudy,Good,Midday,Attack,Defend,None,No,9.3
1640,8.91,4.71,281,9.98,1.66,4.76,3.14,2.02,10536,2.6,11.13,1228,5.66,8.59,8.09,3.53,11.15,6.424,0.292,2.363,4.37,0.567,5.175,1.7,1.124,5.52,Fog,Low,Dusk,Defend,Defend,None,Yes,1.4
3465,8.01,9.34,3468,7.98,6.46,9.57,6.59,2.16,13575,7.6,4.45,1187,5.02,8.5,6.7,11.38,3.51,3.918,0.949,0.476,0.342,0.629,1.316,0.7,1.727,1.625,Cloudy,Moderate,Night,Defend,Attack,Partial,Yes,40.1
8123,2.72,4.46,4964,8.9,1.11,1.44,7.2,2.32,6142,10.5,4.07,501,4.22,1.42,7.88,2.76,10.09,0.756,3.86,0.913,0.101,0.474,1.279,5.472,0.383,4.349,Clear,Excellent,Midday,Defend,Defend,None,No,73.9
8683,7.25,1.84,4604,4.32,6.95,1.13,3.17,6.96,803,10.46,11.37,4135,4.22,0.55,11.33,6.85,4.52,0.092,1.443,6.179,0.898,0.977,0.079,10.027,2.161,0.649,Clear,Low,Night,Defend,Attack,None,Yes,8.5
1804,6.42,3.73,3448,3.16,7.58,5.44,5.25,2.03,2040,5.54,10.68,237,2.93,10.21,1.6,5.34,9.66,1.131,0.863,2.863,0.069,0.927,1.347,0.294,1.017,4.759,Cloudy,Good,Morning,Attack,Defend,None,Yes,99.0
9548,2.66,5.48,4223,7.91,5.48,8.64,7.88,4.58,5863,8.38,5.98,5727,5.07,11.67,8.09,6.95,8.34,0.614,3.15,1.091,1.356,0.641,2.13,0.936,0.882,1.821,Rain,Low,Dusk,Defend,Defend,Partial,No,36.0
3624,3.46,2.67,1353,8.27,1.03,3.23,7.21,2.41,7589,9.99,3.5,2262,6.81,6.92,5.72,6.04,8.09,2.094,2.887,1.311,1.672,0.823,6.718,1.771,0.838,3.357,Cloudy,Very Low,Dawn,Defend,Attack,Partial,Yes,1.0
6792,4.68,5.2,3150,5.95,7.0,7.24,1.62,4.44,4500,2.99,1.99,2430,11.3,6.43,10.2,3.44,2.92,0.663,0.639,0.383,0.771,1.899,0.919,1.409,2.123,0.658,Clear,Excellent,Morning,Attack,Defend,None,Yes,97.0
7642,7.29,8.53,397,9.06,8.38,5.92,4.24,7.43,7415,5.04,9.69,5338,8.84,1.87,5.58,11.41,1.47,0.97,0.691,1.136,13.446,0.976,0.223,0.943,2.691,0.198,Cloudy,Moderate,Afternoon,Attack,Defend,None,Yes,14.6
8213,6.75,8.85,3565,9.71,6.27,3.62,7.51,3.5,14390,7.78,8.85,785,10.97,6.93,5.23,1.93,9.04,1.752,1.153,1.0,0.22,1.13,1.105,1.445,0.257,2.583,Cloudy,Good,Morning,Defend,Defend,Full Ambush,Yes,93.7
9485,5.79,1.44,4852,5.24,7.38,3.57,2.61,6.56,1340,10.15,1.71,3722,3.01,0.74,11.21,1.69,11.42,0.141,1.753,1.188,0.767,0.574,0.1,3.14,0.648,1.741,Fog,Excellent,Dawn,Defend,Attack,Partial,Yes,74.5
3473,7.92,2.45,4318,3.0,1.81,1.66,2.76,3.24,12092,4.36,9.01,2621,3.36,9.59,9.68,11.42,7.9,3.482,0.551,3.678,0.607,1.12,5.298,5.831,4.138,2.438,Fog,Low,Night,Defend,Defend,Partial,Yes,1.0
8656,7.82,3.48,2719,5.65,7.44,5.83,6.67,7.64,6939,7.64,10.82,751,3.99,6.47,3.05,5.4,11.45,0.802,0.977,3.109,0.276,0.706,0.87,0.523,0.81,1.499,Cloudy,Excellent,Afternoon,Attack,Attack,None,No,90.8
1751,6.56,6.35,3965,9.91,6.53,5.05,3.55,7.99,9875,1.17,1.14,2117,11.62,8.74,5.89,5.6,0.86,5.64,0.178,0.18,0.534,1.173,1.338,1.166,1.577,0.108,Cloudy,Very Low,Afternoon,Defend,Defend,Partial,No,94.9
7198,8.08,4.25,4725,3.64,3.98,3.6,3.91,3.79,14547,11.22,5.22,4421,6.57,5.99,8.66,3.18,8.85,2.021,1.389,1.228,0.936,1.805,1.505,2.406,0.813,2.335,Clear,Good,Night,Attack,Defend,None,Yes,11.4
7549,4.01,8.6,1158,6.56,7.17,9.73,5.71,1.21,7001,10.8,5.2,4659,9.96,9.01,3.23,6.5,6.67,0.927,2.693,0.605,4.023,1.518,1.257,0.332,1.138,5.512,Clear,Very Low,Dusk,Attack,Attack,None,Yes,3.7
6938,8.93,7.45,3987,7.25,6.81,8.37,7.76,2.16,1621,11.1,9.82,927,9.86,6.84,8.83,3.12,7.17,0.234,1.243,1.318,0.233,1.36,1.004,1.055,0.402,3.319,Fog,Excellent,Dawn,Defend,Attack,Partial,No,94.6
2897,6.53,1.9,1422,2.93,6.4,5.72,5.48,5.42,12453,11.64,1.87,6574,10.68,6.63,9.75,11.42,3.21,4.299,1.783,0.984,4.623,3.645,1.036,1.705,2.084,0.592,Storm,Very Low,Night,Attack,Attack,None,No,1.0
8794,8.4,6.62,4397,6.3,2.65,5.7,9.04,4.44,4118,10.23,2.24,1325,2.87,4.77,9.59,1.65,8.7,0.468,1.218,0.338,0.301,0.456,1.8,1.682,0.183,1.959,Fog,Good,Night,Attack,Defend,None,No,99.0
2104,5.92,2.02,582,3.83,3.67,2.74,1.96,4.11,13597,2.93,4.9,4659,6.45,3.79,1.51,4.6,5.77,6.462,0.495,2.426,8.005,1.684,1.033,0.551,2.347,1.404,Clear,Good,Night,Attack,Attack,None,No,1.0
1010,2.97,3.3,973,8.69,9.92,6.84,7.79,6.21,1413,7.18,10.3,2312,7.31,9.31,4.51,6.37,10.34,1.399,2.418,3.121,2.376,0.841,0.939,0.659,0.818,1.665,Rain,Excellent,Night,Attack,Attack,Full Ambush,Yes,10.6
7316,5.88,2.6,3631,7.43,4.9,9.58,5.89,2.45,3574,2.57,11.85,4934,6.41,8.67,11.88,10.47,5.97,0.489,0.437,4.558,1.359,0.863,1.769,1.24,1.778,2.437,Cloudy,Good,Night,Attack,Defend,Partial,No,75.9
5017,4.34,2.56,956,8.44,1.53,9.08,8.35,5.11,14527,0.74,6.78,5702,10.32,10.86,9.08,0.9,8.08,2.896,0.171,2.648,5.964,1.223,7.098,1.0,0.108,1.581,Cloudy,Low,Afternoon,Attack,Attack,Partial,No,50.3
8566,7.28,6.55,874,2.8,9.09,1.76,3.85,2.83,13228,2.15,2.31,611,11.28,9.55,9.68,6.92,2.68,1.544,0.295,0.353,0.699,4.029,1.051,5.5,1.797,0.947,Clear,Good,Morning,Attack,Attack,None,No,36.5
4142,5.28,6.07,2822,1.31,2.56,1.48,5.34,9.83,3439,10.18,10.88,5589,3.04,1.35,8.43,2.0,10.58,0.83,1.928,1.792,1.981,2.321,0.527,5.696,0.375,1.076,Fog,Moderate,Afternoon,Attack,Defend,Full Ambush,Yes,19.3
2099,8.53,2.58,4191,8.65,4.63,9.65,8.41,1.44,11692,9.05,2.37,891,1.17,11.47,10.55,1.58,4.82,5.57,1.061,0.919,0.213,0.135,2.477,1.093,0.188,3.347,Cloudy,Moderate,Dusk,Defend,Defend,Partial,No,84.1
8446,7.1,9.91,1415,4.48,3.5,2.8,8.49,1.14,1477,9.24,4.73,3657,8.96,9.12,8.8,11.33,11.81,0.175,1.301,0.477,2.584,2.0,2.606,3.143,1.335,10.36,Cloudy,Low,Night,Attack,Defend,None,No,38.7
5715,7.16,4.8,4222,2.62,9.67,5.95,4.38,6.08,2536,5.17,9.02,2399,6.36,4.48,7.16,0.83,5.46,0.444,0.722,1.879,0.568,2.427,0.463,1.203,0.189,0.898,Cloudy,Good,Dusk,Defend,Attack,None,No,70.2
2297,2.95,1.87,4059,1.83,4.4,1.67,8.4,1.56,2898,0.81,1.19,2184,11.3,7.92,7.79,3.54,4.05,1.262,0.275,0.636,0.538,6.175,1.8,4.665,0.421,2.596,Rain,Low,Night,Defend,Defend,None,No,17.2
7344,9.86,2.09,2938,5.65,7.38,8.59,7.14,8.3,839,4.15,6.07,1108,8.66,9.29,6.09,11.3,8.6,0.114,0.421,2.904,0.377,1.533,1.259,0.709,1.583,1.036,Cloudy,Moderate,Afternoon,Attack,Attack,None,No,99.0
5356,8.58,6.26,3268,2.35,6.39,2.06,4.68,8.38,7372,5.73,5.18,4753,4.09,2.07,2.06,4.81,2.0,1.376,0.668,0.827,1.454,1.74,0.324,1.0,1.028,0.239,Rain,Excellent,Dawn,Defend,Defend,None,No,34.3
6241,8.1,9.81,298,6.1,1.39,6.79,9.73,4.89,5982,4.62,11.37,2154,6.61,11.61,3.08,4.73,2.64,0.959,0.57,1.159,7.228,1.084,8.353,0.454,0.486,0.54,Clear,Moderate,Night,Attack,Defend,None,Yes,91.6
